NAME,B08006_001E,B08006_017E,B28002_001E,B28002_004E,B19013_001E,B23025_003E,B23025_005E,B01003_001E,C24030_001E,C24030_013E,C24030_040E,C24030_015E,C24030_042E,C24030_018E,C24030_045E,C24030_019E,C24030_046E,state,county,year
"Greenwood County, South Carolina",29049.0,686.0,27403,21425,44513.0,31587.0,1810.0,69338,29777.0,80.0,97.0,133.0,502.0,387.0,458.0,2.0,0.0,45,047,2021
"Hampton County, South Carolina",7002.0,119.0,6793,5308,38298.0,8010.0,865.0,19227,7145.0,6.0,0.0,138.0,113.0,21.0,25.0,0.0,0.0,45,049,2021
"Horry County, South Carolina",146225.0,10930.0,134609,118554,54688.0,158471.0,9701.0,344865,148770.0,1307.0,822.0,1949.0,3057.0,3098.0,3853.0,79.0,61.0,45,051,2021
"Jasper County, South Carolina",11733.0,241.0,11084,8279,47811.0,12901.0,973.0,28363,11928.0,132.0,29.0,66.0,378.0,127.0,166.0,15.0,45.0,45,053,2021
"Kershaw County, South Carolina",28015.0,1435.0,24901,20898,56449.0,29643.0,1666.0,64989,27977.0,169.0,169.0,376.0,1309.0,640.0,531.0,22.0,7.0,45,055,2021
"Lancaster County, South Carolina",41200.0,4577.0,36597,31130,67407.0,43519.0,2115.0,94653,41404.0,504.0,454.0,1477.0,1735.0,1633.0,865.0,0.0,27.0,45,057,2021
"Laurens County, South Carolina",27890.0,1374.0,25282,20167,46754.0,30361.0,1945.0,67148,28416.0,410.0,184.0,192.0,424.0,366.0,492.0,26.0,5.0,45,059,2021
"Lee County, South Carolina",6028.0,122.0,6322,4416,36195.0,6597.0,513.0,16730,6084.0,6.0,33.0,7.0,160.0,85.0,67.0,0.0,0.0,45,061,2021
"Lexington County, South Carolina",140914.0,10146.0,115880,102904,65623.0,149096.0,7037.0,291723,142059.0,1223.0,831.0,2832.0,4542.0,3760.0,3648.0,83.0,102.0,45,063,2021
"McCormick County, South Carolina",3081.0,90.0,3768,2918,53193.0,3355.0,221.0,9584,3134.0,0.0,10.0,13.0,48.0,61.0,10.0,0.0,0.0,45,065,2021
"Marion County, South Carolina",10443.0,162.0,10844,6287,34465.0,11327.0,810.0,29585,10517.0,7.0,57.0,88.0,85.0,4.0,125.0,12.0,0.0,45,067,2021
"Marlboro County, South Carolina",8495.0,194.0,9331,5682,32136.0,9588.0,859.0,26912,8729.0,32.0,23.0,16.0,84.0,57.0,63.0,0.0,0.0,45,069,2021
"Newberry County, South Carolina",16912.0,519.0,15137,11619,50950.0,18045.0,823.0,37842,17222.0,103.0,60.0,73.0,248.0,45.0,188.0,0.0,0.0,45,071,2021
"Oconee County, South Carolina",31849.0,2130.0,32413,25647,52842.0,34460.0,2090.0,77932,32370.0,179.0,118.0,389.0,526.0,897.0,638.0,8.0,68.0,45,073,2021
"Orangeburg County, South Carolina",31838.0,1477.0,32164,23934,38052.0,36443.0,3462.0,84909,32981.0,62.0,136.0,261.0,819.0,307.0,399.0,14.0,0.0,45,075,2021
"Pickens County, South Carolina",58450.0,4412.0,49438,40306,53188.0,62661.0,2751.0,129617,59910.0,301.0,191.0,404.0,1123.0,1382.0,1087.0,0.0,0.0,45,077,2021
"Richland County, South Carolina",204327.0,14415.0,160231,137552,56137.0,211301.0,13245.0,414719,198056.0,2232.0,1875.0,4467.0,8235.0,5515.0,5609.0,29.0,55.0,45,079,2021
"Saluda County, South Carolina",7801.0,222.0,7227,5388,46451.0,8481.0,347.0,19008,8134.0,45.0,40.0,53.0,96.0,65.0,89.0,0.0,7.0,45,081,2021
"Spartanburg County, South Carolina",148084.0,8417.0,122044,102677,57627.0,158931.0,7991.0,322864,150940.0,1490.0,887.0,1533.0,3829.0,3852.0,2463.0,51.0,102.0,45,083,2021
"Sumter County, South Carolina",45479.0,1403.0,40789,32620,49040.0,46374.0,3830.0,105537,42544.0,301.0,279.0,258.0,892.0,869.0,624.0,8.0,20.0,45,085,2021
"Union County, South Carolina",10699.0,211.0,11150,8577,40048.0,12125.0,1076.0,27306,11049.0,120.0,84.0,43.0,148.0,71.0,249.0,0.0,0.0,45,087,2021
"Williamsburg County, South Carolina",11486.0,477.0,12032,7670,40124.0,12217.0,557.0,31279,11660.0,105.0,68.0,48.0,212.0,86.0,123.0,0.0,0.0,45,089,2021
"York County, South Carolina",134927.0,14995.0,106570,96438,72234.0,143628.0,7100.0,276569,136528.0,1480.0,860.0,5152.0,4770.0,4978.0,4304.0,93.0,50.0,45,091,2021
"Aurora County, South Dakota",1449.0,221.0,1047,774,64960.0,1464.0,5.0,2649,1459.0,10.0,6.0,10.0,24.0,8.0,39.0,0.0,0.0,46,003,2021
"Beadle County, South Dakota",9160.0,442.0,7617,6063,56692.0,9455.0,217.0,18959,9238.0,21.0,60.0,163.0,247.0,147.0,150.0,0.0,7.0,46,005,2021
"Bennett County, South Dakota",1052.0,36.0,991,672,40664.0,1208.0,128.0,3411,1080.0,24.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0,46,007,2021
"Bon Homme County, South Dakota",2753.0,219.0,2445,1892,53575.0,2873.0,85.0,7020,2788.0,11.0,2.0,48.0,124.0,18.0,15.0,0.0,0.0,46,009,2021
"Brookings County, South Dakota",18600.0,1637.0,13233,11575,59178.0,19727.0,806.0,34315,18921.0,79.0,131.0,199.0,462.0,415.0,744.0,0.0,17.0,46,011,2021
"Brown County, South Dakota",20735.0,1254.0,16200,13469,63805.0,21625.0,643.0,38471,20982.0,74.0,185.0,348.0,641.0,315.0,455.0,0.0,8.0,46,013,2021
"Brule County, South Dakota",2597.0,255.0,1990,1554,60857.0,2746.0,94.0,5247,2652.0,21.0,51.0,24.0,80.0,63.0,50.0,4.0,0.0,46,015,2021
"Buffalo County, South Dakota",599.0,52.0,517,319,38523.0,740.0,140.0,1974,600.0,0.0,3.0,0.0,21.0,19.0,0.0,0.0,0.0,46,017,2021
"Butte County, South Dakota",4635.0,530.0,3993,3412,48941.0,5321.0,493.0,10167,4828.0,7.0,17.0,91.0,130.0,4.0,138.0,0.0,0.0,46,019,2021
"Campbell County, South Dakota",753.0,192.0,654,466,58026.0,784.0,29.0,1548,755.0,1.0,9.0,28.0,28.0,0.0,12.0,0.0,0.0,46,021,2021
"Charles Mix County, South Dakota",3774.0,401.0,2959,2192,52981.0,4190.0,354.0,9346,3836.0,23.0,13.0,57.0,95.0,52.0,60.0,0.0,0.0,46,023,2021
"Clark County, South Dakota",1597.0,290.0,1383,1126,54473.0,1745.0,96.0,3791,1649.0,0.0,0.0,9.0,48.0,0.0,55.0,0.0,0.0,46,025,2021
"Clay County, South Dakota",7425.0,509.0,5322,4768,56077.0,8578.0,555.0,14816,8023.0,87.0,164.0,52.0,110.0,142.0,94.0,6.0,0.0,46,027,2021
"Codington County, South Dakota",15256.0,860.0,11963,10036,61496.0,15670.0,236.0,28289,15434.0,31.0,252.0,357.0,334.0,103.0,229.0,0.0,0.0,46,029,2021
"Corson County, South Dakota",1144.0,367.0,1070,765,38281.0,1568.0,395.0,3965,1173.0,2.0,14.0,1.0,9.0,3.0,5.0,0.0,0.0,46,031,2021
"Custer County, South Dakota",3580.0,344.0,3626,3023,68736.0,3790.0,163.0,8360,3627.0,6.0,0.0,29.0,85.0,39.0,166.0,0.0,0.0,46,033,2021
"Davison County, South Dakota",10161.0,641.0,8485,7040,50900.0,10500.0,177.0,19944,10323.0,264.0,9.0,113.0,428.0,228.0,222.0,0.0,0.0,46,035,2021
"Step County, South Dakota",2361.0,244.0,2303,1758,52775.0,2435.0,53.0,5487,2382.0,18.0,11.0,26.0,122.0,5.0,26.0,0.0,0.0,46,037,2021
"Deuel County, South Dakota",2182.0,135.0,1794,1401,70808.0,2241.0,40.0,4283,2201.0,35.0,19.0,19.0,44.0,21.0,39.0,0.0,0.0,46,039,2021
"Dewey County, South Dakota",1907.0,235.0,1650,1086,46087.0,2393.0,451.0,5343,1942.0,23.0,39.0,3.0,11.0,4.0,66.0,0.0,0.0,46,041,2021
"Douglas County, South Dakota",1397.0,134.0,1089,871,66750.0,1416.0,11.0,2838,1405.0,5.0,4.0,11.0,53.0,15.0,2.0,2.0,4.0,46,043,2021
"Edmunds County, South Dakota",1853.0,180.0,1489,1240,69732.0,1938.0,43.0,4005,1895.0,6.0,10.0,30.0,48.0,11.0,27.0,7.0,0.0,46,045,2021
"Fall River County, South Dakota",2852.0,381.0,3149,2545,51007.0,3075.0,96.0,6979,2979.0,12.0,108.0,5.0,38.0,50.0,35.0,0.0,0.0,46,047,2021
"Faulk County, South Dakota",968.0,157.0,764,646,53056.0,999.0,31.0,2157,968.0,8.0,12.0,7.0,26.0,53.0,8.0,0.0,6.0,46,049,2021
"Grant County, South Dakota",3885.0,287.0,3039,2519,70483.0,4027.0,99.0,7550,3928.0,11.0,71.0,35.0,71.0,1.0,150.0,0.0,0.0,46,051,2021
"Gregory County, South Dakota",1823.0,131.0,1567,1226,44654.0,1892.0,68.0,4004,1824.0,1.0,3.0,40.0,64.0,16.0,25.0,0.0,0.0,46,053,2021
"Haakon County, South Dakota",817.0,90.0,712,433,51016.0,836.0,8.0,1868,828.0,0.0,5.0,14.0,27.0,13.0,19.0,0.0,0.0,46,055,2021
"Hamlin County, South Dakota",2838.0,286.0,2080,1688,71923.0,2966.0,75.0,6127,2891.0,4.0,16.0,23.0,67.0,8.0,25.0,0.0,3.0,46,057,2021
"Hand County, South Dakota",1545.0,218.0,1358,1121,61121.0,1575.0,5.0,3061,1570.0,0.0,3.0,5.0,34.0,20.0,54.0,0.0,0.0,46,059,2021
"Hanson County, South Dakota",1753.0,131.0,1096,959,75132.0,1805.0,42.0,3429,1763.0,7.0,23.0,32.0,96.0,45.0,59.0,0.0,0.0,46,061,2021
"Harding County, South Dakota",674.0,221.0,511,442,64250.0,685.0,20.0,1179,665.0,5.0,2.0,0.0,11.0,0.0,25.0,0.0,0.0,46,063,2021
"Hughes County, South Dakota",9241.0,494.0,7490,6626,77725.0,9372.0,85.0,17829,9287.0,46.0,82.0,341.0,187.0,177.0,204.0,0.0,0.0,46,065,2021
"Hutchinson County, South Dakota",3659.0,260.0,2912,2280,62448.0,3787.0,66.0,7412,3721.0,64.0,45.0,35.0,73.0,40.0,79.0,0.0,0.0,46,067,2021
"Hyde County, South Dakota",736.0,73.0,548,465,66328.0,745.0,7.0,1381,738.0,22.0,66.0,6.0,4.0,2.0,15.0,0.0,0.0,46,069,2021
"Jackson County, South Dakota",797.0,125.0,722,396,25357.0,893.0,83.0,2868,810.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,46,071,2021
"Jerauld County, South Dakota",871.0,149.0,847,683,58375.0,881.0,0.0,1811,881.0,16.0,7.0,3.0,22.0,11.0,27.0,0.0,0.0,46,073,2021
"Jones County, South Dakota",400.0,61.0,381,298,52321.0,421.0,12.0,916,409.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,46,075,2021
"Kingsbury County, South Dakota",2506.0,256.0,1991,1653,62634.0,2546.0,20.0,5131,2526.0,5.0,14.0,33.0,73.0,24.0,31.0,2.0,0.0,46,077,2021
"Lake County, South Dakota",6125.0,496.0,4619,4136,67297.0,6298.0,150.0,11358,6148.0,47.0,6.0,116.0,133.0,69.0,80.0,0.0,0.0,46,079,2021
"Lawrence County, South Dakota",13587.0,694.0,11109,9562,56166.0,14162.0,365.0,25687,13797.0,102.0,127.0,135.0,247.0,454.0,186.0,0.0,66.0,46,081,2021
"Lincoln County, South Dakota",34654.0,3275.0,24719,23540,87560.0,35720.0,535.0,63233,35185.0,489.0,128.0,1403.0,1963.0,1476.0,815.0,58.0,111.0,46,083,2021
"Lyman County, South Dakota",1495.0,150.0,1215,938,55977.0,1626.0,96.0,3746,1530.0,5.0,22.0,5.0,5.0,7.0,13.0,0.0,0.0,46,085,2021
"McCook County, South Dakota",2863.0,249.0,2176,1841,72063.0,2967.0,85.0,5676,2882.0,12.0,4.0,69.0,137.0,43.0,143.0,0.0,0.0,46,087,2021
"McPherson County, South Dakota",1037.0,128.0,872,562,54324.0,1067.0,24.0,2245,1043.0,22.0,2.0,0.0,18.0,23.0,13.0,0.0,0.0,46,089,2021
"Marshall County, South Dakota",2320.0,175.0,1708,1350,69236.0,2380.0,37.0,4373,2343.0,15.0,25.0,52.0,64.0,18.0,44.0,0.0,0.0,46,091,2021
"Meade County, South Dakota",15731.0,1352.0,11157,9622,68242.0,15480.0,546.0,29561,14934.0,97.0,58.0,56.0,462.0,248.0,338.0,0.0,0.0,46,093,2021
"Mellette County, South Dakota",499.0,22.0,586,287,35726.0,581.0,82.0,1916,499.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,46,095,2021
"Miner County, South Dakota",1116.0,108.0,910,692,56351.0,1142.0,26.0,2293,1116.0,3.0,10.0,4.0,19.0,3.0,8.0,0.0,0.0,46,097,2021
"Minnehaha County, South Dakota",106719.0,7235.0,77998,69744,66502.0,111469.0,2806.0,194884,108663.0,1046.0,777.0,4453.0,6179.0,2935.0,2144.0,61.0,136.0,46,099,2021
"Moody County, South Dakota",3134.0,373.0,2474,2054,66000.0,3251.0,60.0,6335,3191.0,6.0,16.0,38.0,60.0,17.0,48.0,0.0,0.0,46,101,2021
"Oglala Lakota County, South Dakota",3141.0,86.0,2595,1466,33192.0,3649.0,449.0,13835,3200.0,0.0,0.0,0.0,0.0,16.0,49.0,0.0,0.0,46,102,2021
"Pennington County, South Dakota",53871.0,3658.0,44003,38470,62546.0,55580.0,1636.0,108707,53944.0,327.0,469.0,1228.0,1846.0,1082.0,1157.0,20.0,32.0,46,103,2021
"Perkins County, South Dakota",1587.0,552.0,1280,1065,59432.0,1630.0,31.0,2977,1599.0,16.0,4.0,8.0,36.0,7.0,23.0,0.0,0.0,46,105,2021
"Potter County, South Dakota",1166.0,91.0,1067,895,59408.0,1200.0,19.0,2613,1181.0,9.0,18.0,8.0,74.0,7.0,3.0,1.0,0.0,46,107,2021
"Roberts County, South Dakota",4348.0,276.0,3648,2831,53618.0,4695.0,236.0,10254,4459.0,21.0,5.0,46.0,78.0,30.0,18.0,0.0,0.0,46,109,2021
"Sanborn County, South Dakota",1273.0,238.0,896,702,58409.0,1350.0,23.0,2371,1327.0,20.0,7.0,13.0,65.0,29.0,21.0,0.0,1.0,46,111,2021
"Spink County, South Dakota",2972.0,389.0,2459,2132,63802.0,3084.0,56.0,6408,3028.0,5.0,2.0,38.0,112.0,11.0,54.0,0.0,24.0,46,115,2021
"Stanley County, South Dakota",1715.0,101.0,1249,1012,76402.0,1723.0,4.0,2963,1719.0,8.0,7.0,37.0,38.0,32.0,12.0,0.0,0.0,46,117,2021
"Sully County, South Dakota",690.0,111.0,578,450,59688.0,701.0,2.0,1279,699.0,1.0,0.0,21.0,13.0,0.0,8.0,0.0,0.0,46,119,2021
"Todd County, South Dakota",1975.0,82.0,2411,1127,26250.0,2319.0,351.0,9434,1968.0,8.0,2.0,0.0,12.0,52.0,20.0,0.0,0.0,46,121,2021
"Tripp County, South Dakota",2629.0,68.0,2101,1725,52274.0,2797.0,138.0,5615,2659.0,0.0,11.0,43.0,64.0,20.0,59.0,0.0,0.0,46,123,2021
"Turner County, South Dakota",4326.0,303.0,3467,2800,66199.0,4508.0,118.0,8621,4390.0,14.0,22.0,60.0,196.0,62.0,39.0,2.0,0.0,46,125,2021
"Union County, South Dakota",8325.0,562.0,6839,5830,80238.0,8632.0,283.0,16424,8349.0,25.0,140.0,256.0,394.0,250.0,173.0,0.0,0.0,46,127,2021
"Walworth County, South Dakota",2383.0,119.0,2310,1720,51746.0,2594.0,135.0,5355,2459.0,4.0,8.0,27.0,124.0,62.0,9.0,0.0,0.0,46,129,2021
"Yankton County, South Dakota",12025.0,611.0,9657,8121,67052.0,12481.0,228.0,23213,12253.0,49.0,26.0,317.0,405.0,179.0,63.0,0.0,0.0,46,135,2021
"Ziebach County, South Dakota",805.0,239.0,689,469,38750.0,1200.0,389.0,2479,811.0,0.0,0.0,1.0,5.0,8.0,4.0,0.0,0.0,46,137,2021
"Anderson County, Tennessee",32282.0,2406.0,30973,26503,55414.0,34578.0,1805.0,76683,32773.0,225.0,23.0,298.0,656.0,1684.0,1230.0,3.0,0.0,47,001,2021
"Bedford County, Tennessee",22072.0,956.0,17904,14747,55354.0,23758.0,1232.0,49754,22526.0,39.0,84.0,424.0,383.0,354.0,334.0,32.0,39.0,47,003,2021
"Benton County, Tennessee",5586.0,205.0,6509,4773,40258.0,6218.0,338.0,15872,5880.0,26.0,64.0,23.0,137.0,43.0,125.0,0.0,0.0,47,005,2021
"Bledsoe County, Tennessee",5624.0,255.0,4901,3841,51884.0,6146.0,454.0,14863,5692.0,0.0,1.0,12.0,85.0,155.0,52.0,0.0,0.0,47,007,2021
"Blount County, Tennessee",63006.0,5255.0,52337,43953,64593.0,66593.0,3002.0,134042,63591.0,646.0,128.0,1083.0,2206.0,1507.0,1552.0,110.0,127.0,47,009,2021
"Bradley County, Tennessee",49023.0,2305.0,40948,34864,55426.0,53394.0,3047.0,107845,50347.0,323.0,101.0,436.0,1485.0,894.0,1026.0,0.0,14.0,47,011,2021
"Campbell County, Tennessee",14731.0,844.0,15744,11140,46110.0,16889.0,1781.0,39388,15108.0,50.0,55.0,92.0,300.0,264.0,271.0,7.0,0.0,47,013,2021
"Cannon County, Tennessee",6093.0,416.0,5671,4156,54223.0,6474.0,227.0,14309,6247.0,83.0,0.0,29.0,158.0,91.0,86.0,0.0,0.0,47,015,2021
"Carroll County, Tennessee",11223.0,582.0,10988,8096,44794.0,12122.0,520.0,28370,11602.0,61.0,73.0,59.0,167.0,94.0,166.0,57.0,4.0,47,017,2021
"Carter County, Tennessee",22381.0,1100.0,23547,17787,44280.0,24465.0,1704.0,56314,22761.0,203.0,120.0,228.0,527.0,394.0,388.0,0.0,0.0,47,019,2021
"Cheatham County, Tennessee",20109.0,1672.0,15366,12886,69132.0,21439.0,938.0,40878,20501.0,111.0,66.0,247.0,635.0,428.0,677.0,24.0,24.0,47,021,2021
"Chester County, Tennessee",6576.0,450.0,6108,4905,52692.0,7121.0,515.0,17278,6606.0,16.0,9.0,44.0,25.0,92.0,88.0,0.0,0.0,47,023,2021
"Claiborne County, Tennessee",12786.0,505.0,13410,9087,41938.0,14004.0,931.0,31958,13073.0,36.0,15.0,189.0,352.0,113.0,195.0,16.0,0.0,47,025,2021
"Clay County, Tennessee",2628.0,82.0,2973,2141,38709.0,2760.0,113.0,7568,2647.0,0.0,0.0,10.0,50.0,0.0,46.0,0.0,0.0,47,027,2021
"Cocke County, Tennessee",14238.0,564.0,14339,10453,41558.0,15570.0,1208.0,35896,14362.0,82.0,31.0,85.0,208.0,70.0,214.0,44.0,0.0,47,029,2021
"Coffee County, Tennessee",25165.0,1640.0,22417,16451,52626.0,27303.0,1141.0,57227,26162.0,142.0,49.0,364.0,622.0,795.0,471.0,22.0,0.0,47,031,2021
"Crockett County, Tennessee",6128.0,165.0,5387,4317,52136.0,6429.0,249.0,14012,6180.0,44.0,38.0,31.0,185.0,52.0,69.0,6.0,0.0,47,033,2021
"Cumberland County, Tennessee",21819.0,1173.0,26523,22400,52630.0,23751.0,1421.0,60568,22330.0,329.0,140.0,164.0,314.0,436.0,349.0,103.0,19.0,47,035,2021
"Davidson County, Tennessee",386802.0,49355.0,293859,264505,66047.0,413195.0,19696.0,708490,393499.0,6495.0,5144.0,9108.0,10379.0,18420.0,15870.0,886.0,1624.0,47,037,2021
"Decatur County, Tennessee",4227.0,287.0,4375,3293,43817.0,4792.0,508.0,11460,4284.0,33.0,0.0,17.0,118.0,35.0,74.0,0.0,14.0,47,039,2021
"DeKalb County, Tennessee",7982.0,214.0,8023,6086,45728.0,8469.0,399.0,19875,8070.0,72.0,13.0,75.0,106.0,100.0,59.0,0.0,15.0,47,041,2021
"Dickson County, Tennessee",24731.0,1094.0,19663,16271,61388.0,26422.0,1197.0,54000,25225.0,126.0,78.0,272.0,676.0,502.0,523.0,0.0,4.0,47,043,2021
"Dyer County, Tennessee",16073.0,553.0,14659,12248,50245.0,17190.0,996.0,36975,16194.0,71.0,87.0,220.0,311.0,143.0,117.0,0.0,0.0,47,045,2021
"Fayette County, Tennessee",17829.0,1280.0,15932,13464,69729.0,19457.0,1161.0,41584,18296.0,75.0,49.0,277.0,384.0,411.0,482.0,6.0,3.0,47,047,2021
"Fentress County, Tennessee",6935.0,315.0,7443,5641,43464.0,7595.0,558.0,18385,7037.0,0.0,0.0,55.0,129.0,160.0,62.0,0.0,0.0,47,049,2021
"Franklin County, Tennessee",18268.0,1174.0,16467,11921,52189.0,19457.0,728.0,42528,18729.0,81.0,55.0,126.0,397.0,608.0,343.0,0.0,0.0,47,051,2021
"Gibson County, Tennessee",20621.0,951.0,19436,15893,49615.0,22203.0,1135.0,50278,21068.0,158.0,138.0,178.0,496.0,354.0,248.0,13.0,8.0,47,053,2021
"Giles County, Tennessee",12661.0,613.0,11395,9219,54061.0,13941.0,732.0,30197,13209.0,38.0,64.0,167.0,340.0,168.0,168.0,0.0,0.0,47,055,2021
"Grainger County, Tennessee",9362.0,808.0,9343,6676,44917.0,10248.0,603.0,23377,9645.0,53.0,57.0,16.0,283.0,162.0,136.0,0.0,0.0,47,057,2021
"Greene County, Tennessee",27994.0,1469.0,27468,20410,47361.0,30541.0,1636.0,69926,28905.0,212.0,92.0,173.0,280.0,270.0,367.0,2.0,0.0,47,059,2021
"Grundy County, Tennessee",5027.0,283.0,4833,3597,45150.0,5575.0,436.0,13471,5139.0,4.0,15.0,18.0,39.0,106.0,20.0,1.0,0.0,47,061,2021
"Hamblen County, Tennessee",26743.0,1197.0,24471,20536,45275.0,29191.0,2117.0,64184,27074.0,131.0,61.0,117.0,324.0,305.0,362.0,0.0,6.0,47,063,2021
"Hamilton County, Tennessee",174763.0,16210.0,147419,127375,61050.0,187444.0,8658.0,363790,178786.0,1348.0,956.0,5031.0,8048.0,5887.0,4348.0,100.0,176.0,47,065,2021
"Hancock County, Tennessee",2165.0,26.0,2852,1796,29650.0,2467.0,216.0,6695,2251.0,0.0,25.0,0.0,20.0,4.0,0.0,0.0,0.0,47,067,2021
"Hardeman County, Tennessee",8150.0,378.0,9058,6566,41138.0,9716.0,1190.0,25612,8526.0,24.0,22.0,85.0,125.0,52.0,11.0,0.0,0.0,47,069,2021
"Hardin County, Tennessee",10339.0,866.0,10787,8637,45092.0,11023.0,451.0,26722,10572.0,77.0,97.0,171.0,237.0,176.0,166.0,0.0,0.0,47,071,2021
"Hawkins County, Tennessee",21383.0,1205.0,22777,18020,49101.0,23808.0,2016.0,56803,21792.0,77.0,158.0,201.0,561.0,299.0,166.0,0.0,21.0,47,073,2021
"Haywood County, Tennessee",7306.0,130.0,7118,4850,39952.0,8063.0,648.0,17912,7415.0,7.0,3.0,22.0,95.0,23.0,41.0,0.0,0.0,47,075,2021
"Henderson County, Tennessee",11468.0,1010.0,10823,8531,47885.0,12256.0,701.0,27800,11555.0,45.0,2.0,54.0,189.0,103.0,185.0,0.0,0.0,47,077,2021
"Henry County, Tennessee",12031.0,394.0,12938,10025,43444.0,12876.0,604.0,32298,12272.0,171.0,73.0,252.0,283.0,155.0,317.0,0.0,22.0,47,079,2021
"Hickman County, Tennessee",10218.0,709.0,8736,6252,48527.0,10730.0,389.0,24848,10341.0,152.0,22.0,109.0,226.0,69.0,176.0,0.0,18.0,47,081,2021
"Houston County, Tennessee",3126.0,122.0,2860,2161,46535.0,3425.0,193.0,8238,3232.0,0.0,0.0,43.0,7.0,33.0,68.0,0.0,0.0,47,083,2021
"Humphreys County, Tennessee",7721.0,291.0,6688,5293,49745.0,8582.0,852.0,18956,7730.0,13.0,10.0,145.0,92.0,63.0,157.0,0.0,0.0,47,085,2021
"Jackson County, Tennessee",4543.0,163.0,4523,3145,41890.0,5045.0,416.0,11626,4629.0,30.0,37.0,45.0,53.0,36.0,105.0,0.0,0.0,47,087,2021
"Jefferson County, Tennessee",23506.0,1408.0,20419,16013,54371.0,25742.0,1548.0,54358,24194.0,196.0,125.0,145.0,347.0,332.0,386.0,0.0,20.0,47,089,2021
"Johnson County, Tennessee",5991.0,401.0,6859,4910,42552.0,6365.0,294.0,17912,6071.0,7.0,21.0,31.0,265.0,97.0,129.0,0.0,0.0,47,091,2021
"Knox County, Tennessee",234364.0,21857.0,192077,164543,62911.0,248118.0,10110.0,475286,238008.0,2668.0,2274.0,5300.0,6684.0,10669.0,8707.0,210.0,201.0,47,093,2021
"Lake County, Tennessee",1773.0,22.0,2071,1507,34923.0,1928.0,147.0,7187,1781.0,1.0,0.0,8.0,0.0,7.0,23.0,0.0,0.0,47,095,2021
"Lauderdale County, Tennessee",8874.0,204.0,9144,7112,43025.0,9707.0,654.0,25406,9053.0,35.0,26.0,25.0,202.0,61.0,44.0,0.0,0.0,47,097,2021
"Lawrence County, Tennessee",17531.0,856.0,16483,12881,45721.0,19324.0,1519.0,43967,17805.0,175.0,53.0,133.0,478.0,130.0,157.0,0.0,7.0,47,099,2021
"Lewis County, Tennessee",4708.0,274.0,4842,3200,38664.0,5071.0,272.0,12485,4799.0,49.0,36.0,40.0,136.0,24.0,144.0,0.0,0.0,47,101,2021
"Lincoln County, Tennessee",15668.0,996.0,14032,9996,57455.0,16658.0,817.0,35042,15841.0,50.0,50.0,146.0,436.0,442.0,328.0,0.0,27.0,47,103,2021
"Loudon County, Tennessee",23901.0,2021.0,21801,18379,66151.0,25053.0,829.0,54349,24224.0,233.0,76.0,167.0,568.0,867.0,706.0,6.0,24.0,47,105,2021
"McMinn County, Tennessee",22031.0,979.0,21163,17598,51253.0,23702.0,1310.0,53065,22392.0,74.0,91.0,73.0,414.0,153.0,162.0,9.0,0.0,47,107,2021
"McNairy County, Tennessee",9646.0,644.0,9818,7838,42691.0,10283.0,617.0,25916,9666.0,37.0,11.0,88.0,204.0,57.0,82.0,15.0,0.0,47,109,2021
"Macon County, Tennessee",10776.0,321.0,9266,7314,43605.0,11718.0,596.0,24954,11122.0,43.0,55.0,79.0,259.0,70.0,160.0,0.0,0.0,47,111,2021
"Madison County, Tennessee",43300.0,2408.0,38699,32548,51526.0,47004.0,3311.0,98373,43693.0,147.0,154.0,328.0,589.0,571.0,706.0,2.0,7.0,47,113,2021
"Marion County, Tennessee",11863.0,778.0,11718,9087,53148.0,12927.0,717.0,28679,12210.0,14.0,10.0,156.0,544.0,101.0,86.0,28.0,9.0,47,115,2021
"Marshall County, Tennessee",15060.0,1082.0,12718,10634,60036.0,16549.0,982.0,33909,15567.0,60.0,69.0,161.0,499.0,370.0,300.0,0.0,0.0,47,117,2021
"Maury County, Tennessee",49029.0,4780.0,38532,33506,66353.0,51130.0,1485.0,99011,49645.0,401.0,251.0,1146.0,1459.0,1139.0,958.0,91.0,37.0,47,119,2021
"Meigs County, Tennessee",4665.0,211.0,5129,4048,54420.0,5349.0,460.0,12622,4889.0,19.0,6.0,46.0,60.0,51.0,41.0,0.0,0.0,47,121,2021
"Monroe County, Tennessee",17400.0,751.0,18574,15138,48488.0,19096.0,1187.0,46041,17909.0,97.0,38.0,105.0,179.0,177.0,270.0,0.0,0.0,47,123,2021
"Montgomery County, Tennessee",101170.0,4613.0,77460,69928,63768.0,97473.0,5653.0,216172,91820.0,882.0,731.0,994.0,2105.0,1789.0,2261.0,26.0,30.0,47,125,2021
"Moore County, Tennessee",2835.0,139.0,2475,1761,64926.0,3023.0,121.0,6481,2902.0,15.0,13.0,10.0,79.0,76.0,33.0,0.0,0.0,47,127,2021
"Morgan County, Tennessee",6966.0,353.0,7110,5456,45133.0,7824.0,676.0,21158,7148.0,35.0,13.0,3.0,174.0,257.0,194.0,0.0,0.0,47,129,2021
