NAME,B08006_001E,B08006_017E,B28002_001E,B28002_004E,B19013_001E,B23025_003E,B23025_005E,B01003_001E,C24030_001E,C24030_013E,C24030_040E,C24030_015E,C24030_042E,C24030_018E,C24030_045E,C24030_019E,C24030_046E,state,county,year
"Newaygo County, Michigan",18846.0,648.0,18772,12056,45645.0,20868.0,1612.0,47899,19256.0,145.0,80.0,78.0,548.0,252.0,229.0,0.0,0.0,26,123,2017
"Osceola County, Michigan",8793.0,410.0,9010,5276,41099.0,9659.0,699.0,23221,8960.0,56.0,42.0,40.0,144.0,66.0,77.0,2.0,0.0,26,133,2017
"Otsego County, Michigan",10615.0,280.0,9880,7444,50823.0,11634.0,740.0,24247,10894.0,66.0,51.0,157.0,119.0,118.0,146.0,0.0,4.0,26,137,2017
"Calhoun County, Michigan",56834.0,1838.0,53528,38478,46213.0,62859.0,4680.0,134327,58179.0,225.0,236.0,476.0,1181.0,706.0,983.0,15.0,54.0,26,025,2017
"Cheboygan County, Michigan",10343.0,444.0,11348,7760,42876.0,11699.0,1256.0,25475,10443.0,76.0,87.0,77.0,227.0,153.0,181.0,0.0,0.0,26,031,2017
"Luce County, Michigan",2047.0,101.0,2253,1384,41221.0,2339.0,275.0,6406,2064.0,16.0,1.0,5.0,39.0,14.0,26.0,0.0,0.0,26,095,2017
"Kent County, Michigan",315140.0,13368.0,236929,193797,57302.0,339946.0,18363.0,636376,321583.0,3220.0,2174.0,5805.0,7747.0,10141.0,8278.0,221.0,255.0,26,081,2017
"Macomb County, Michigan",405607.0,10333.0,341532,277074,58175.0,443512.0,29059.0,864019,414453.0,3385.0,2752.0,6992.0,12530.0,11745.0,11295.0,147.0,191.0,26,099,2017
"Saginaw County, Michigan",80936.0,2803.0,78482,56680,45034.0,89653.0,7356.0,193803,82297.0,488.0,901.0,974.0,1877.0,1553.0,1112.0,0.0,0.0,26,145,2017
"Shiawassee County, Michigan",30145.0,1632.0,27623,20631,50967.0,33146.0,2360.0,68617,30786.0,235.0,263.0,186.0,661.0,544.0,460.0,39.0,0.0,26,155,2017
"Baraga County, Michigan",2452.0,97.0,3009,2078,42757.0,2643.0,158.0,8580,2485.0,20.0,14.0,12.0,56.0,12.0,51.0,0.0,0.0,26,013,2017
"Bay County, Michigan",45337.0,1464.0,44070,32921,45983.0,49913.0,3718.0,105350,46195.0,392.0,358.0,407.0,1196.0,680.0,735.0,0.0,24.0,26,017,2017
"Charlevoix County, Michigan",11667.0,662.0,11234,8484,51567.0,12684.0,782.0,26160,11902.0,57.0,62.0,158.0,195.0,229.0,281.0,0.0,0.0,26,029,2017
"Eaton County, Michigan",51684.0,1487.0,44323,35034,59244.0,55903.0,3256.0,108586,52647.0,427.0,270.0,1029.0,1781.0,1253.0,1177.0,0.0,12.0,26,045,2017
"Delta County, Michigan",15472.0,550.0,15920,11478,44639.0,16926.0,1105.0,36395,15821.0,182.0,123.0,135.0,447.0,181.0,265.0,0.0,3.0,26,041,2017
"Gogebic County, Michigan",5848.0,175.0,6660,3948,36689.0,6396.0,428.0,15577,5968.0,31.0,26.0,24.0,50.0,74.0,124.0,0.0,0.0,26,053,2017
"Emmet County, Michigan",15957.0,949.0,14496,11085,51475.0,17283.0,1046.0,32978,16237.0,227.0,183.0,187.0,293.0,302.0,306.0,0.0,0.0,26,047,2017
"Koochiching County, Minnesota",5668.0,240.0,5629,3928,47131.0,6263.0,431.0,12776,5832.0,73.0,21.0,36.0,261.0,105.0,42.0,0.0,0.0,27,071,2017
"Meeker County, Minnesota",11423.0,470.0,9164,6572,59611.0,11930.0,341.0,23105,11589.0,17.0,68.0,146.0,223.0,107.0,153.0,8.0,2.0,27,093,2017
"Morrison County, Minnesota",16231.0,1024.0,13327,9457,52855.0,17296.0,794.0,32880,16502.0,67.0,58.0,86.0,329.0,207.0,334.0,0.0,0.0,27,097,2017
"Pennington County, Minnesota",7456.0,349.0,5883,4267,53893.0,7749.0,247.0,14197,7502.0,44.0,38.0,74.0,127.0,59.0,46.0,0.0,0.0,27,113,2017
"Rice County, Minnesota",33624.0,4552.0,22899,18365,63311.0,35660.0,1282.0,65251,34378.0,264.0,224.0,545.0,557.0,632.0,603.0,7.0,0.0,27,131,2017
"Steele County, Minnesota",18280.0,744.0,14450,11425,58882.0,19406.0,867.0,36612,18539.0,124.0,67.0,601.0,956.0,243.0,315.0,0.0,0.0,27,147,2017
"Wilkin County, Minnesota",3247.0,203.0,2852,2053,52917.0,3331.0,45.0,6398,3286.0,41.0,32.0,18.0,76.0,25.0,57.0,0.0,4.0,27,167,2017
"Red Lake County, Minnesota",1993.0,95.0,1718,1201,52500.0,2106.0,62.0,4017,2044.0,22.0,8.0,20.0,27.0,19.0,39.0,6.0,0.0,27,125,2017
"Aitkin County, Minnesota",6180.0,331.0,7709,5125,45860.0,6688.0,414.0,15841,6274.0,41.0,34.0,43.0,106.0,71.0,78.0,3.0,3.0,27,001,2017
"Clay County, Minnesota",33031.0,2094.0,23453,17546,61409.0,34469.0,967.0,62040,33502.0,404.0,181.0,507.0,1270.0,830.0,764.0,2.0,0.0,27,027,2017
"Faribault County, Minnesota",7000.0,464.0,6245,4402,50847.0,7298.0,207.0,13966,7091.0,66.0,122.0,94.0,158.0,45.0,95.0,0.0,0.0,27,043,2017
"Murray County, Minnesota",4145.0,311.0,3713,2718,54211.0,4381.0,159.0,8394,4222.0,19.0,19.0,35.0,138.0,45.0,84.0,4.0,2.0,27,101,2017
"Fillmore County, Minnesota",10435.0,806.0,8614,6119,57093.0,10983.0,312.0,20825,10671.0,82.0,109.0,92.0,216.0,129.0,113.0,0.0,0.0,27,045,2017
"Kandiyohi County, Minnesota",21594.0,907.0,16765,12932,56604.0,22540.0,666.0,42577,21874.0,118.0,76.0,236.0,321.0,506.0,298.0,7.0,22.0,27,067,2017
"Lake County, Minnesota",4666.0,284.0,5082,3792,56078.0,4993.0,190.0,10578,4803.0,64.0,61.0,83.0,131.0,124.0,63.0,0.0,0.0,27,075,2017
"Polk County, Minnesota",15623.0,850.0,12609,9543,55393.0,16458.0,592.0,31564,15866.0,133.0,110.0,135.0,260.0,188.0,239.0,0.0,0.0,27,119,2017
"Rock County, Minnesota",4742.0,316.0,3985,3067,56753.0,4871.0,92.0,9433,4779.0,11.0,29.0,95.0,165.0,69.0,59.0,6.0,0.0,27,133,2017
"Roseau County, Minnesota",8137.0,435.0,6123,3407,56273.0,8547.0,218.0,15537,8329.0,25.0,12.0,65.0,114.0,41.0,103.0,0.0,12.0,27,135,2017
"Sibley County, Minnesota",7695.0,602.0,5993,4163,60848.0,8158.0,364.0,14888,7794.0,41.0,54.0,49.0,175.0,82.0,113.0,2.0,2.0,27,143,2017
"Traverse County, Minnesota",1625.0,129.0,1576,1079,48889.0,1694.0,54.0,3357,1640.0,10.0,10.0,20.0,34.0,5.0,6.0,0.0,0.0,27,155,2017
"Watonwan County, Minnesota",5502.0,366.0,4327,2709,50044.0,5782.0,141.0,10936,5641.0,30.0,55.0,58.0,93.0,35.0,51.0,0.0,0.0,27,165,2017
"Becker County, Minnesota",15861.0,1137.0,13489,9847,55884.0,16748.0,605.0,33552,16143.0,60.0,107.0,121.0,307.0,219.0,210.0,0.0,2.0,27,005,2017
"Hennepin County, Minnesota",663773.0,37287.0,499104,417091,71154.0,707615.0,32642.0,1224763,674973.0,8765.0,5744.0,25734.0,26184.0,42218.0,28292.0,715.0,879.0,27,053,2017
"Big Stone County, Minnesota",2361.0,177.0,2264,1574,48299.0,2456.0,68.0,5039,2388.0,8.0,18.0,21.0,71.0,4.0,32.0,0.0,0.0,27,011,2017
"Brown County, Minnesota",13416.0,939.0,10668,8076,55764.0,13909.0,321.0,25243,13588.0,130.0,144.0,102.0,338.0,131.0,258.0,0.0,0.0,27,015,2017
"Chippewa County, Minnesota",6215.0,430.0,5019,3612,57601.0,6401.0,131.0,12040,6270.0,48.0,21.0,34.0,216.0,90.0,85.0,0.0,1.0,27,023,2017
"Cass County, Minnesota",11998.0,958.0,12965,9370,50162.0,13011.0,747.0,28810,12264.0,67.0,72.0,98.0,301.0,220.0,175.0,0.0,4.0,27,021,2017
"Clearwater County, Minnesota",3584.0,205.0,3428,2347,45638.0,3955.0,288.0,8824,3667.0,18.0,12.0,20.0,49.0,16.0,31.0,0.0,0.0,27,029,2017
"Goodhue County, Minnesota",23539.0,1230.0,19345,15297,62431.0,25016.0,1040.0,46138,23976.0,247.0,134.0,284.0,454.0,508.0,463.0,17.0,3.0,27,049,2017
"Hubbard County, Minnesota",9462.0,636.0,8758,6538,52941.0,9983.0,372.0,20743,9611.0,47.0,63.0,130.0,179.0,119.0,142.0,0.0,0.0,27,057,2017
"Isanti County, Minnesota",19443.0,846.0,14571,11228,67565.0,20919.0,1062.0,38584,19857.0,89.0,85.0,238.0,336.0,324.0,288.0,14.0,18.0,27,059,2017
"Jackson County, Minnesota",5158.0,319.0,4350,3215,55122.0,5492.0,213.0,10104,5279.0,26.0,33.0,38.0,184.0,56.0,57.0,0.0,0.0,27,063,2017
"Martin County, Minnesota",10066.0,686.0,8685,6494,53627.0,10567.0,331.0,20084,10236.0,56.0,45.0,129.0,355.0,114.0,138.0,0.0,0.0,27,091,2017
"Mower County, Minnesota",18691.0,556.0,15524,11726,53700.0,20164.0,1007.0,39386,19157.0,139.0,112.0,184.0,249.0,253.0,360.0,30.0,29.0,27,099,2017
"Nobles County, Minnesota",10356.0,433.0,7917,5766,53267.0,11310.0,730.0,21854,10580.0,26.0,31.0,105.0,216.0,82.0,99.0,0.0,0.0,27,105,2017
"Pine County, Minnesota",12424.0,536.0,10752,6946,47285.0,13380.0,786.0,29057,12594.0,46.0,66.0,65.0,209.0,93.0,179.0,0.0,0.0,27,115,2017
"Olmsted County, Minnesota",79595.0,3272.0,59804,51260,72337.0,84439.0,3601.0,151685,80838.0,789.0,550.0,909.0,1042.0,2518.0,1285.0,10.0,12.0,27,109,2017
"Warren County, Tennessee",16867.0,619.0,15755,10553,36765.0,18276.0,1247.0,40210,17029.0,118.0,139.0,146.0,378.0,292.0,156.0,0.0,0.0,47,177,2017
"Washington County, Tennessee",57590.0,2192.0,52684,41091,44180.0,62381.0,3280.0,126437,59101.0,795.0,341.0,732.0,1354.0,1042.0,1018.0,0.0,0.0,47,179,2017
"Weakley County, Tennessee",13845.0,177.0,13607,9402,36550.0,15378.0,1280.0,33776,14098.0,99.0,30.0,30.0,242.0,96.0,188.0,0.0,0.0,47,183,2017
"Benton County, Tennessee",5528.0,62.0,6693,3875,33702.0,6296.0,575.0,16154,5721.0,12.0,14.0,0.0,131.0,88.0,35.0,0.0,0.0,47,005,2017
"Bledsoe County, Tennessee",5144.0,210.0,4664,2731,40450.0,5754.0,484.0,14413,5270.0,18.0,75.0,85.0,99.0,116.0,63.0,0.0,0.0,47,007,2017
"Campbell County, Tennessee",14683.0,341.0,15843,8727,35377.0,16386.0,1306.0,39824,15080.0,87.0,91.0,98.0,314.0,270.0,190.0,0.0,0.0,47,013,2017
"Cannon County, Tennessee",5989.0,322.0,5456,3340,47457.0,6499.0,427.0,13839,6072.0,71.0,60.0,65.0,221.0,53.0,43.0,0.0,0.0,47,015,2017
"Houston County, Tennessee",2910.0,93.0,2999,1872,41820.0,3263.0,214.0,8188,3049.0,8.0,17.0,70.0,23.0,18.0,67.0,0.0,0.0,47,083,2017
"Maury County, Tennessee",40051.0,1364.0,33332,25602,52080.0,43223.0,2661.0,87606,40562.0,395.0,412.0,690.0,1408.0,936.0,866.0,92.0,0.0,47,119,2017
"Polk County, Texas",17736.0,706.0,17632,11088,43267.0,19652.0,1664.0,46974,17988.0,60.0,191.0,194.0,298.0,250.0,260.0,0.0,0.0,48,373,2017
"Refugio County, Texas",2881.0,60.0,2694,1745,50338.0,3215.0,254.0,7293,2961.0,0.0,18.0,14.0,82.0,22.0,55.0,6.0,0.0,48,391,2017
"Van Zandt County, Texas",22025.0,1405.0,19354,11926,50061.0,23791.0,1407.0,53607,22384.0,268.0,188.0,171.0,421.0,353.0,413.0,0.0,0.0,48,467,2017
"Caldwell County, Texas",18009.0,722.0,12894,7791,51346.0,18887.0,649.0,40544,18238.0,143.0,101.0,107.0,410.0,222.0,195.0,2.0,2.0,48,055,2017
"Wilbarger County, Texas",6237.0,51.0,5155,3473,43913.0,6717.0,388.0,12972,6329.0,12.0,27.0,50.0,204.0,71.0,34.0,0.0,0.0,48,487,2017
"Martin County, Texas",2521.0,84.0,1635,1053,71115.0,2577.0,50.0,5547,2527.0,33.0,0.0,4.0,69.0,30.0,13.0,0.0,0.0,48,317,2017
"Reagan County, Texas",1711.0,42.0,1171,772,59760.0,1823.0,71.0,3735,1752.0,0.0,0.0,0.0,34.0,26.0,24.0,11.0,0.0,48,383,2017
"Yoakum County, Texas",3711.0,50.0,2652,1782,62500.0,4061.0,306.0,8481,3755.0,0.0,93.0,12.0,25.0,21.0,0.0,0.0,0.0,48,501,2017
"Hale County, Texas",13775.0,446.0,11217,8251,46012.0,15238.0,971.0,34527,14267.0,40.0,88.0,221.0,260.0,131.0,92.0,0.0,0.0,48,189,2017
"Shelby County, Texas",9348.0,260.0,9218,5002,38121.0,10187.0,755.0,25689,9432.0,50.0,15.0,117.0,186.0,65.0,17.0,0.0,0.0,48,419,2017
"Red River County, Texas",4708.0,199.0,5218,3132,35356.0,5240.0,470.0,12353,4770.0,6.0,15.0,0.0,140.0,49.0,37.0,0.0,0.0,48,387,2017
"Runnels County, Texas",4123.0,117.0,3781,2407,41226.0,4323.0,139.0,10266,4184.0,0.0,3.0,49.0,90.0,74.0,83.0,0.0,0.0,48,399,2017
"San Jacinto County, Texas",9938.0,261.0,9414,6490,43421.0,10929.0,708.0,27436,10221.0,111.0,137.0,32.0,248.0,240.0,173.0,0.0,0.0,48,407,2017
"Sutton County, Texas",1818.0,79.0,1573,869,60996.0,1941.0,114.0,3894,1827.0,0.0,18.0,39.0,0.0,61.0,46.0,0.0,0.0,48,435,2017
"Tom Green County, Texas",55818.0,2036.0,43081,31393,49662.0,55528.0,2114.0,116906,53414.0,494.0,717.0,768.0,1069.0,1371.0,1504.0,0.0,0.0,48,451,2017
"Upshur County, Texas",16261.0,650.0,14061,9959,48796.0,18235.0,1515.0,40506,16720.0,80.0,112.0,250.0,320.0,479.0,334.0,0.0,0.0,48,459,2017
"Victoria County, Texas",42452.0,1744.0,32734,22335,55740.0,45376.0,2299.0,91518,43077.0,164.0,143.0,450.0,895.0,994.0,570.0,3.0,5.0,48,469,2017
"Waller County, Texas",21309.0,941.0,14698,9548,53506.0,23673.0,1836.0,48443,21837.0,269.0,23.0,64.0,406.0,489.0,347.0,6.0,3.0,48,473,2017
"Wharton County, Texas",18422.0,503.0,15224,9435,50145.0,19811.0,1044.0,41430,18767.0,122.0,24.0,95.0,384.0,282.0,338.0,0.0,0.0,48,481,2017
"Wichita County, Texas",60513.0,2408.0,48528,34837,45776.0,58340.0,2788.0,131778,55552.0,778.0,415.0,437.0,1084.0,836.0,823.0,0.0,0.0,48,485,2017
"Wilson County, Texas",20711.0,1325.0,15755,12240,71942.0,22332.0,1330.0,47205,21002.0,69.0,104.0,204.0,799.0,436.0,487.0,13.0,11.0,48,493,2017
"Borden County, Texas",253.0,9.0,248,189,77708.0,259.0,4.0,602,255.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,48,033,2017
"Hockley County, Texas",10121.0,248.0,8065,5807,49184.0,11164.0,827.0,23273,10337.0,135.0,58.0,96.0,270.0,90.0,112.0,0.0,0.0,48,219,2017
"Marion County, Texas",3603.0,192.0,4457,2482,36938.0,4069.0,434.0,10140,3635.0,27.0,0.0,17.0,42.0,131.0,32.0,0.0,0.0,48,315,2017
"Maverick County, Texas",20680.0,278.0,16416,9117,37734.0,24227.0,3114.0,57471,21113.0,26.0,15.0,174.0,448.0,103.0,214.0,0.0,0.0,48,323,2017
"Midland County, Texas",79698.0,1929.0,55045,45093,75815.0,83412.0,2941.0,159883,80471.0,456.0,309.0,847.0,1414.0,2300.0,2112.0,44.0,47.0,48,329,2017
"Grayson County, Texas",55939.0,3299.0,47550,34583,52683.0,61387.0,4014.0,126146,57373.0,425.0,187.0,891.0,2054.0,1010.0,919.0,32.0,20.0,48,181,2017
"Live Oak County, Texas",4290.0,243.0,3586,1973,51480.0,4470.0,169.0,12043,4301.0,0.0,0.0,83.0,93.0,122.0,55.0,0.0,0.0,48,297,2017
"Llano County, Texas",7425.0,696.0,8681,6246,50524.0,8349.0,689.0,20195,7660.0,21.0,79.0,147.0,187.0,234.0,278.0,0.0,0.0,48,299,2017
"Palo Pinto County, Texas",11441.0,519.0,10441,7139,45067.0,12725.0,1001.0,28109,11724.0,95.0,99.0,87.0,219.0,115.0,172.0,0.0,7.0,48,363,2017
"Fannin County, Texas",13169.0,727.0,12027,8294,47875.0,14138.0,731.0,33787,13407.0,100.0,48.0,58.0,385.0,238.0,254.0,8.0,10.0,48,147,2017
"Karnes County, Texas",5388.0,188.0,4303,2367,53051.0,5665.0,232.0,15051,5433.0,22.0,15.0,21.0,91.0,66.0,47.0,0.0,0.0,48,255,2017
"DeWitt County, Texas",7802.0,302.0,7260,4353,50960.0,8516.0,551.0,20474,7965.0,30.0,24.0,87.0,141.0,111.0,109.0,0.0,0.0,48,123,2017
"Brazos County, Texas",101160.0,3415.0,77480,60650,43907.0,108744.0,5095.0,214231,103649.0,679.0,729.0,828.0,1496.0,4035.0,2704.0,19.0,71.0,48,041,2017
"Callahan County, Texas",5038.0,272.0,5291,3034,40945.0,5315.0,187.0,13660,5128.0,68.0,5.0,24.0,180.0,83.0,49.0,2.0,0.0,48,059,2017
"Cass County, Texas",11849.0,237.0,11811,6611,41432.0,12932.0,941.0,30118,11991.0,27.0,13.0,21.0,296.0,117.0,150.0,4.0,0.0,48,067,2017
"Gaines County, Texas",8058.0,169.0,5716,3903,58167.0,8515.0,381.0,19889,8134.0,54.0,45.0,14.0,127.0,32.0,91.0,0.0,0.0,48,165,2017
"Gregg County, Texas",54452.0,1523.0,45615,32790,47970.0,58009.0,2772.0,123402,55237.0,346.0,242.0,508.0,1236.0,1046.0,1227.0,29.0,40.0,48,183,2017
"Gray County, Texas",9300.0,70.0,7971,5366,48314.0,9990.0,492.0,22962,9498.0,68.0,61.0,64.0,301.0,72.0,137.0,0.0,0.0,48,179,2017
"Madison County, Texas",4188.0,138.0,4174,2702,44004.0,4387.0,138.0,13979,4249.0,19.0,16.0,8.0,32.0,72.0,127.0,0.0,0.0,48,313,2017
"Lubbock County, Texas",143390.0,3626.0,110275,82369,49078.0,152472.0,7318.0,298042,145154.0,1435.0,1203.0,2514.0,2954.0,3250.0,2713.0,0.0,67.0,48,303,2017
"Jack County, Texas",3098.0,149.0,3075,1999,52829.0,3277.0,117.0,8839,3160.0,13.0,6.0,5.0,52.0,70.0,62.0,0.0,0.0,48,237,2017
"Kaufman County, Texas",52377.0,1889.0,36525,27330,63926.0,56820.0,3674.0,114852,53146.0,570.0,296.0,742.0,1680.0,1384.0,1588.0,0.0,25.0,48,257,2017
"Kendall County, Texas",18187.0,1386.0,13691,11307,81023.0,19498.0,858.0,40306,18640.0,127.0,37.0,512.0,528.0,734.0,481.0,138.0,0.0,48,259,2017
"Bosque County, Texas",7312.0,364.0,7027,4746,48677.0,7881.0,406.0,17955,7475.0,97.0,20.0,57.0,262.0,129.0,127.0,0.0,0.0,48,035,2017
"Floyd County, Texas",2387.0,177.0,2320,1631,48767.0,2610.0,166.0,5953,2444.0,0.0,7.0,16.0,67.0,19.0,31.0,0.0,0.0,48,153,2017
"Bexar County, Texas",870205.0,36333.0,627889,480536,53999.0,924342.0,56840.0,1892004,867502.0,9805.0,6770.0,23639.0,37804.0,32101.0,21187.0,373.0,464.0,48,029,2017
"Bailey County, Texas",3058.0,263.0,2230,1260,43523.0,3229.0,72.0,7098,3157.0,32.0,0.0,23.0,18.0,21.0,51.0,0.0,0.0,48,017,2017
"Chambers County, Texas",16537.0,347.0,13320,10539,74368.0,17881.0,1168.0,39283,16713.0,74.0,50.0,376.0,373.0,471.0,277.0,0.0,0.0,48,071,2017
"Baylor County, Texas",1414.0,8.0,1644,1149,36157.0,1468.0,34.0,3602,1434.0,24.0,0.0,58.0,22.0,17.0,7.0,0.0,0.0,48,023,2017
"Bell County, Texas",151273.0,5304.0,116397,92661,52583.0,147579.0,12218.0,336506,135361.0,1239.0,737.0,1196.0,2984.0,3177.0,2091.0,0.0,29.0,48,027,2017
"Cameron County, Texas",151936.0,3654.0,122188,64728,36095.0,167313.0,13375.0,420201,153938.0,1416.0,902.0,1738.0,2987.0,2249.0,1876.0,14.0,14.0,48,061,2017
"Denton County, Texas",411284.0,29032.0,275164,244268,80290.0,438928.0,19739.0,781321,419189.0,8548.0,4578.0,17229.0,17234.0,23927.0,14862.0,645.0,472.0,48,121,2017
"Deaf Smith County, Texas",8278.0,186.0,6118,4215,51543.0,9071.0,452.0,18947,8619.0,38.0,104.0,47.0,115.0,79.0,96.0,0.0,0.0,48,117,2017
"Galveston County, Texas",146282.0,5410.0,117455,94547,65702.0,159467.0,10391.0,321184,149076.0,1167.0,772.0,2234.0,3391.0,7088.0,4001.0,105.0,34.0,48,167,2017
"El Paso County, Texas",351018.0,12184.0,263200,187947,43244.0,366979.0,25629.0,834825,341350.0,3963.0,2568.0,4109.0,7348.0,8587.0,6354.0,182.0,58.0,48,141,2017
"La Salle County, Texas",2619.0,85.0,2286,1246,44601.0,2871.0,155.0,7418,2716.0,0.0,0.0,0.0,0.0,36.0,93.0,0.0,0.0,48,283,2017
"Roberts County, Texas",394.0,25.0,326,272,79167.0,419.0,10.0,889,409.0,0.0,2.0,6.0,0.0,16.0,9.0,0.0,0.0,48,393,2017
"Terrell County, Texas",260.0,26.0,343,146,26063.0,279.0,19.0,721,260.0,4.0,0.0,0.0,7.0,2.0,9.0,0.0,0.0,48,443,2017
"Tyler County, Texas",6479.0,325.0,7312,4500,44396.0,7455.0,709.0,21456,6746.0,47.0,7.0,55.0,229.0,188.0,108.0,0.0,0.0,48,457,2017
"Uvalde County, Texas",11346.0,333.0,8624,5307,40781.0,12331.0,726.0,27015,11605.0,24.0,12.0,34.0,375.0,160.0,203.0,0.0,0.0,48,463,2017
"Wheeler County, Texas",2520.0,47.0,2287,1589,50910.0,2701.0,150.0,5599,2551.0,10.0,14.0,12.0,35.0,18.0,38.0,0.0,0.0,48,483,2017
"Bowie County, Texas",36209.0,913.0,33171,21926,46283.0,39544.0,2876.0,93635,36668.0,268.0,267.0,329.0,946.0,845.0,576.0,14.0,11.0,48,037,2017
"Archer County, Texas",4294.0,200.0,3351,2347,63192.0,4477.0,133.0,8793,4344.0,22.0,15.0,24.0,169.0,98.0,99.0,0.0,0.0,48,009,2017
"Brewster County, Texas",4108.0,196.0,3932,2634,38906.0,4469.0,318.0,9220,4151.0,75.0,42.0,42.0,62.0,106.0,59.0,0.0,0.0,48,043,2017
"Kent County, Texas",300.0,5.0,275,171,52250.0,309.0,5.0,680,304.0,1.0,0.0,8.0,13.0,0.0,6.0,0.0,0.0,48,263,2017
"Hidalgo County, Texas",306998.0,15026.0,232523,144996,37097.0,341244.0,27566.0,839539,313678.0,2680.0,1763.0,3448.0,5760.0,5336.0,4354.0,47.0,5.0,48,215,2017
"Smith County, Texas",96657.0,3332.0,77801,59823,50742.0,105291.0,6803.0,222277,98488.0,1379.0,948.0,1055.0,2163.0,2208.0,1707.0,20.0,80.0,48,423,2017
"Somervell County, Texas",3535.0,48.0,3234,2090,52346.0,3776.0,105.0,8650,3671.0,0.0,7.0,12.0,142.0,159.0,95.0,0.0,4.0,48,425,2017
"Crockett County, Texas",1733.0,60.0,1411,939,52310.0,1776.0,43.0,3836,1733.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,48,105,2017
"Hardin County, Texas",23904.0,443.0,20739,15731,56131.0,25153.0,1097.0,55993,24056.0,36.0,141.0,319.0,724.0,646.0,354.0,44.0,0.0,48,199,2017
"Haskell County, Texas",2124.0,61.0,2128,1179,43529.0,2410.0,230.0,5806,2180.0,2.0,0.0,27.0,46.0,21.0,39.0,0.0,0.0,48,207,2017
"Howard County, Texas",14103.0,154.0,11032,7544,50855.0,15424.0,1031.0,36491,14393.0,159.0,68.0,170.0,428.0,217.0,162.0,0.0,0.0,48,227,2017
"Leon County, Texas",6432.0,321.0,6245,4555,44875.0,7074.0,500.0,16966,6574.0,27.0,43.0,91.0,149.0,42.0,147.0,0.0,0.0,48,289,2017
"Mills County, Texas",2003.0,124.0,1833,1294,46318.0,2116.0,61.0,4887,2055.0,14.0,12.0,30.0,48.0,55.0,32.0,0.0,0.0,48,333,2017
"Montague County, Texas",7801.0,315.0,8044,5288,46592.0,8496.0,558.0,19406,7938.0,51.0,70.0,90.0,174.0,80.0,191.0,0.0,4.0,48,337,2017
"Newton County, Texas",4889.0,105.0,4781,2608,40180.0,5621.0,650.0,14187,4971.0,11.0,23.0,12.0,38.0,81.0,69.0,0.0,0.0,48,351,2017
"Panola County, Texas",9735.0,165.0,9032,5902,49704.0,10246.0,391.0,23574,9855.0,32.0,29.0,58.0,283.0,158.0,171.0,0.0,0.0,48,365,2017
"Reeves County, Texas",5023.0,146.0,3731,2010,49390.0,5588.0,448.0,14791,5140.0,7.0,28.0,0.0,40.0,4.0,71.0,0.0,0.0,48,389,2017
"Sabine County, Texas",3178.0,131.0,3811,2594,33561.0,3638.0,259.0,10429,3379.0,6.0,0.0,5.0,77.0,15.0,60.0,0.0,0.0,48,403,2017
"Sherman County, Texas",1595.0,38.0,1063,790,54961.0,1628.0,24.0,3067,1604.0,0.0,15.0,3.0,33.0,18.0,4.0,0.0,0.0,48,421,2017
"Monroe County, Alabama",6111.0,164.0,8207,3196,26036.0,7845.0,1691.0,21745,6154.0,13.0,33.0,19.0,129.0,56.0,109.0,0.0,0.0,1,099,2017
"Lawrence County, Alabama",12300.0,305.0,13056,7271,43779.0,13448.0,972.0,33288,12476.0,64.0,48.0,29.0,234.0,311.0,98.0,0.0,0.0,1,079,2017
"Lee County, Alabama",70876.0,2489.0,59001,46125,47564.0,76048.0,4371.0,156597,71677.0,642.0,362.0,1050.0,2365.0,1746.0,1441.0,11.0,0.0,1,081,2017
"Marion County, Alabama",11629.0,283.0,12453,8198,35719.0,12590.0,691.0,30058,11899.0,26.0,3.0,125.0,468.0,36.0,121.0,0.0,0.0,1,093,2017
"Pickens County, Alabama",6775.0,273.0,7620,4643,36220.0,7861.0,958.0,20170,6903.0,18.0,36.0,0.0,169.0,65.0,74.0,0.0,0.0,1,107,2017
"Sumter County, Alabama",4239.0,77.0,5073,2559,21663.0,5025.0,672.0,13084,4353.0,9.0,37.0,26.0,91.0,51.0,3.0,0.0,0.0,1,119,2017
"Jefferson County, Alabama",295958.0,8387.0,261390,190864,49321.0,325783.0,25044.0,659460,300739.0,3417.0,3399.0,7933.0,13043.0,10295.0,8274.0,138.0,160.0,1,073,2017
"Choctaw County, Alabama",4230.0,67.0,5463,2858,32122.0,4769.0,468.0,13188,4301.0,30.0,39.0,0.0,63.0,38.0,52.0,0.0,0.0,1,023,2017
"Franklin County, Alabama",12456.0,231.0,11533,6950,39501.0,13648.0,1114.0,31507,12534.0,109.0,227.0,108.0,245.0,140.0,102.0,0.0,0.0,1,059,2017
"Marengo County, Alabama",6542.0,184.0,7975,4083,32255.0,7620.0,975.0,19743,6645.0,63.0,44.0,53.0,151.0,81.0,92.0,0.0,0.0,1,091,2017
"Russell County, Alabama",23772.0,675.0,22690,14300,38988.0,25424.0,2465.0,58480,22959.0,213.0,195.0,391.0,994.0,248.0,290.0,0.0,0.0,1,113,2017
